5287116544,-2.72958,-0.41998,45.94048,0.99933,-0.00301,-0.03629,0.00336
5390861312,-2.81307,-0.43246,46.90000,0.99934,-0.00124,-0.03618,0.00246
5494473472,-2.90185,-0.43699,47.87656,0.99933,0.00088,-0.03647,0.00240
5598232832,-2.98766,-0.44638,48.84278,0.99933,0.00144,-0.03660,0.00213
5701828864,-3.04523,-0.45430,49.80015,0.99932,-0.00042,-0.03682,0.00264
5805570560,-3.10752,-0.47530,50.76644,0.99930,-0.00215,-0.03704,0.00370
5909185024,-3.17090,-0.49054,51.72603,0.99929,-0.00262,-0.03721,0.00434
6012920832,-3.24249,-0.49381,52.68700,0.99928,-0.00203,-0.03726,0.00632
6116540928,-3.31355,-0.49441,53.62765,0.99927,-0.00105,-0.03735,0.00765
6220278016,-3.39664,-0.52064,54.58915,0.99925,-0.00174,-0.03772,0.00846
6323894528,-3.46855,-0.53723,55.54850,0.99920,-0.00406,-0.03832,0.01030
6427658496,-3.54957,-0.53767,56.49837,0.99918,-0.00655,-0.03847,0.01072
6531383040,-3.62565,-0.54608,57.43074,0.99917,-0.00774,-0.03869,0.01004
6634991872,-3.69208,-0.54413,58.33764,0.99916,-0.00564,-0.03941,0.00950
6738740736,-3.76853,-0.54926,59.25795,0.99916,-0.00169,-0.04002,0.00833
6842350336,-3.84793,-0.55867,60.17886,0.99916,0.00080,-0.04043,0.00727
6945963264,6.86765,13.67872,-0.00959,0.70066,-0.66337,0.25405,-0.06689
7049704704,7.26310,14.47713,-0.00528,0.69996,-0.66456,0.25282,-0.06701
7153323008,7.65548,15.25888,-0.00153,0.69951,-0.66537,0.25192,-0.06710
7256933888,8.02801,16.03481,0.00457,0.69966,-0.66544,0.25133,-0.06713
7360549120,8.40859,16.79243,-0.00040,0.69968,-0.66588,0.25014,-0.06694
7464166656,8.78630,17.55103,0.00165,0.69968,-0.66622,0.24931,-0.06658
7567785472,9.15568,18.27229,0.01052,0.69968,-0.66655,0.24854,-0.06620
7671396352,9.51343,19.00047,0.00786,0.69957,-0.66685,0.24823,-0.06545
7775143680,9.86152,19.72714,0.00816,0.69879,-0.66814,0.24696,-0.06550
7878754048,10.19910,20.43594,0.00967,0.69756,-0.66972,0.24628,-0.06498
7982492672,10.51906,21.13582,0.01405,0.69706,-0.67072,0.24486,-0.06540
8086111232,10.83469,21.81739,0.02261,0.69843,-0.66977,0.24322,-0.06668
8189849344,11.14905,22.48829,0.03767,0.70088,-0.66743,0.24239,-0.06738
8293470464,11.45866,23.13726,0.04674,0.70295,-0.66546,0.24180,-0.06751
8397102336,11.76277,23.77381,0.04552,0.70343,-0.66512,0.24125,-0.06787
8500846848,12.05739,24.38791,0.05614,0.70229,-0.66668,0.24017,-0.06808
8604437504,12.34343,24.97794,0.07430,0.70165,-0.66760,0.23974,-0.06731
8708174592,12.61871,25.54908,0.08514,0.70293,-0.66615,0.24023,-0.06645
8811794944,12.89570,26.11114,0.09785,0.70476,-0.66351,0.24279,-0.06417
8915403264,13.15853,26.64078,0.10125,0.70639,-0.66131,0.24418,-0.06377
9019162112,13.41604,27.17061,0.12045,0.70585,-0.66158,0.24451,-0.06561
9122889472,13.66806,27.69467,0.12783,0.70424,-0.66309,0.24429,-0.06845
9226512384,13.90817,28.20381,0.13840,0.70262,-0.66381,0.24678,-0.06909
9330246912,14.15152,28.68297,0.14452,0.70065,-0.66457,0.25036,-0.06905
9433985792,14.40816,29.15537,0.14690,0.69857,-0.66490,0.25512,-0.06942
9537748480,14.65315,29.61126,0.14716,0.69711,-0.66496,0.25760,-0.07422
9641586944,14.90175,30.15770,0.17564,0.68983,-0.67952,0.21263,-0.13105
9745341952,15.16066,30.59535,0.16783,0.68733,-0.67912,0.21718,-0.13862
9849229312,15.42363,31.00665,0.16056,0.68476,-0.67763,0.22532,-0.14544
9953059072,15.69391,31.40511,0.15599,0.68151,-0.67572,0.23574,-0.15285
10056930816,15.95998,31.77827,0.14785,0.67745,-0.67382,0.24628,-0.16240
10160830720,16.25923,32.13416,0.13241,0.67292,-0.67155,0.25747,-0.17295
10264660992,16.55326,32.47702,0.12203,0.66760,-0.66852,0.27011,-0.18554
10368666880,16.85863,32.79807,0.11570,0.66168,-0.66462,0.28420,-0.19925
10472636160,17.17395,33.11247,0.09049,0.65498,-0.65984,0.29966,-0.21406
10576631296,17.49657,33.38621,0.08097,0.64751,-0.65406,0.31565,-0.23088
10680620032,17.82250,33.64291,0.06000,0.63910,-0.64681,0.33307,-0.24952
10784609280,18.16441,33.86764,0.03763,0.62942,-0.63870,0.35175,-0.26863
10888745984,18.51417,34.07011,0.00770,0.61853,-0.62964,0.37102,-0.28866
10992716800,18.87049,34.23615,-0.02217,0.60659,-0.61961,0.39070,-0.30901
11096589824,19.23571,34.37747,-0.05531,0.59409,-0.60803,0.41125,-0.32898
11200568320,19.60976,34.49660,-0.08729,0.58045,-0.59641,0.43085,-0.34891
11304313344,19.98776,34.57905,-0.12238,0.56601,-0.58513,0.44963,-0.36756
11408176384,20.36183,34.65196,-0.14949,0.54979,-0.57421,0.46782,-0.38621
11511918336,20.73431,34.68599,-0.18348,0.53442,-0.56197,0.48526,-0.40387
11615534336,21.10801,34.69216,-0.21737,0.52014,-0.54829,0.50235,-0.42008
11719274240,21.48699,34.68262,-0.25467,0.50629,-0.53405,0.51887,-0.43502
11822766080,21.85373,34.64586,-0.29438,0.49162,-0.52178,0.53211,-0.45046
11926378496,21.84890,35.55805,0.11370,0.50577,-0.51700,0.49903,-0.47737
12029996032,22.21078,35.51211,0.10263,0.49330,-0.50442,0.51092,-0.49109
12133610496,22.57331,35.44741,0.09417,0.48300,-0.49092,0.52403,-0.50110
12237104384,22.93788,35.35867,0.07753,0.47509,-0.47642,0.53846,-0.50731
12340601344,23.30826,35.27582,0.06272,0.46537,-0.46616,0.54879,-0.51474
12444105984,23.69271,35.20213,0.05686,0.45549,-0.45725,0.55530,-0.52450
12547671296,24.07009,35.13045,0.06052,0.44414,-0.45086,0.55880,-0.53592
12651065088,24.44930,35.03552,0.05789,0.43536,-0.44359,0.56331,-0.54440
12754688256,24.83661,34.92020,0.05119,0.42875,-0.43540,0.56885,-0.55046
12858061312,25.20966,34.77878,0.04752,0.42444,-0.42630,0.57477,-0.55476
12961673984,25.58878,34.62949,0.02716,0.42223,-0.41692,0.57846,-0.55972
13065201152,25.98075,34.47700,0.00843,0.41837,-0.40944,0.58091,-0.56557
13168769280,26.39103,34.32392,0.00210,0.41254,-0.40523,0.58393,-0.56976
13272349952,26.82386,34.16237,0.00325,0.40651,-0.40241,0.58798,-0.57192
13375877888,27.26578,33.98349,0.00083,0.40167,-0.39896,0.59175,-0.57387
13479501824,27.71840,33.79457,-0.00391,0.39793,-0.39490,0.59556,-0.57533
13583106048,28.17813,33.59277,-0.01282,0.39535,-0.39066,0.59868,-0.57678
13686715392,28.65270,33.38193,-0.02216,0.39339,-0.38662,0.60103,-0.57839
13790340864,29.13170,33.16512,-0.03391,0.39181,-0.38351,0.60283,-0.57966
13893949696,29.63323,32.93559,-0.04287,0.39074,-0.38129,0.60413,-0.58049
13997666816,30.14677,32.70168,-0.05127,0.38961,-0.37904,0.60517,-0.58164
14101303552,30.66416,32.45617,-0.05755,0.38825,-0.37690,0.60636,-0.58270
14204920832,31.21011,32.19954,-0.06276,0.38761,-0.37489,0.60772,-0.58300
14308537088,31.94670,31.78136,0.01220,0.38328,-0.36715,0.60975,-0.58864
14412272384,32.52713,31.49717,0.00025,0.38235,-0.36621,0.61049,-0.58907
14515892224,33.11786,31.20862,-0.00460,0.38204,-0.36497,0.61157,-0.58892
14619677184,33.71911,30.90046,-0.01308,0.38325,-0.36335,0.61263,-0.58803
14723264512,34.33497,30.59383,-0.01721,0.38443,-0.36269,0.61316,-0.58712
14826864384,34.98093,30.28206,-0.02802,0.38568,-0.36275,0.61310,-0.58633
14930482944,35.63636,29.96073,-0.04706,0.38751,-0.36325,0.61258,-0.58534
15034096384,36.30716,29.64586,-0.05487,0.38881,-0.36446,0.61192,-0.58442
15137835520,36.99679,29.32934,-0.06234,0.39007,-0.36541,0.61191,-0.58299
15241450496,37.69164,28.99166,-0.06174,0.39126,-0.36684,0.61181,-0.58140
